Index,EMP_ID,CLM_SYS,CLM_REF,WSA_TYP,FLEXBEN_TYPE,CLM_DT,CLM_YR,CLM_AMT,RCPT_DT,RCPT_DAY,DAY_TAG,CLM.STAT,REIMB_DT,REIMB_YR,EA_DT,RISK
20462,2345,WSA,EFSA0108392,FLXI,7.0,14/1/18,2018,451.0,11/12/17,Monday,WEEKDAY,3,3/3/18,2018,20/9/18,0
20463,6636,WSA,EFSA0108093,MIIS,,9/1/18,2018,100.0,11/12/17,Monday,WEEKDAY,3,10/3/18,2018,20/9/18,0
20464,6317,WSA,EFSA0108325,FLXI,5.0,13/1/18,2018,489.0,11/12/17,Monday,WEEKDAY,3,10/3/18,2018,20/9/18,0
20465,5750,WSA,EFSA0106888,FLXI,2.0,15/12/17,2017,99.16,12/12/17,Tuesday,WEEKDAY,3,15/1/18,2018,20/9/18,0
20466,4487,WSA,EFSA0106889,FLXI,3.0,15/12/17,2017,88.0,12/12/17,Tuesday,WEEKDAY,3,19/1/18,2018,20/9/18,0
20467,10112,WSA,EFSA0106984,FLXI,5.0,17/12/17,2017,500.0,12/12/17,Tuesday,WEEKDAY,3,20/1/18,2018,20/9/18,0
20468,11246,WSA,EFSA0106930,FLXI,3.0,16/12/17,2017,224.0,12/12/17,Tuesday,WEEKDAY,3,21/1/18,2018,20/9/18,0
20469,6172,WSA,EFSA0106820,FLXI,1.0,14/12/17,2017,239.9,12/12/17,Tuesday,WEEKDAY,3,22/1/18,2018,20/9/18,0
20470,2267,WSA,EFSA0108585,MIIS,,18/1/18,2018,100.0,1/1/18,Monday,HOLIDAY,3,18/2/18,2018,20/9/18,0
20471,3795,WSA,EFSA0106826,FLXI,2.0,14/12/17,2017,143.0,12/12/17,Tuesday,WEEKDAY,3,22/1/18,2018,20/9/18,0
20472,8867,WSA,EFSA0107177,FLXI,1.0,21/12/17,2017,500.0,12/12/17,Tuesday,WEEKDAY,3,25/1/18,2018,20/9/18,0
20473,7379,WSA,EFSA0107246,FLXI,3.0,22/12/17,2017,47.04,12/12/17,Tuesday,WEEKDAY,3,26/1/18,2018,20/9/18,0
20474,5909,WSA,EFSA0107741,MIIS,,1/1/18,2018,92.0,12/12/17,Tuesday,WEEKDAY,3,27/1/18,2018,20/9/18,0
20475,9116,WSA,EFSA0106825,FLXI,7.0,14/12/17,2017,153.24,12/12/17,Tuesday,WEEKDAY,3,28/1/18,2018,20/9/18,0
20476,9640,WSA,EFSA0108322,BIRT,,13/1/18,2018,5.7,1/1/18,Monday,HOLIDAY,3,20/2/18,2018,20/9/18,0
20477,2823,WSA,EFSA0107225,FLXI,4.0,22/12/17,2017,250.0,12/12/17,Tuesday,WEEKDAY,3,28/1/18,2018,20/9/18,0
20478,5328,WSA,EFSA0107778,BIRT,,2/1/18,2018,32.0,12/12/17,Tuesday,WEEKDAY,3,28/1/18,2018,20/9/18,0
20479,5252,WSA,EFSA0107983,BIRT,,6/1/18,2018,35.0,12/12/17,Tuesday,WEEKDAY,3,28/1/18,2018,20/9/18,0
20480,6724,WSA,EFSA0106830,FLXI,7.0,14/12/17,2017,113.79,12/12/17,Tuesday,WEEKDAY,3,29/1/18,2018,20/9/18,0
20481,10418,WSA,EFSA0107252,BIRT,,22/12/17,2017,5.0,12/12/17,Tuesday,WEEKDAY,3,31/1/18,2018,20/9/18,0
20482,7239,WSA,EFSA0107105,FLXI,8.0,19/12/17,2017,11.0,12/12/17,Tuesday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20483,1985,WSA,EFSA0106946,MIIS,,16/12/17,2017,100.0,12/12/17,Tuesday,WEEKDAY,3,4/2/18,2018,20/9/18,0
20484,6140,WSA,EFSA0108272,FLXI,4.0,12/1/18,2018,466.0,12/12/17,Tuesday,WEEKDAY,3,4/2/18,2018,20/9/18,0
20485,2691,WSA,EFSA0108394,FLXI,5.0,14/1/18,2018,496.0,12/12/17,Tuesday,WEEKDAY,3,4/2/18,2018,20/9/18,0
20486,7476,WSA,EFSA0107378,MIIS,,25/12/17,2017,100.0,12/12/17,Tuesday,WEEKDAY,3,5/2/18,2018,20/9/18,0
20487,4393,WSA,EFSA0107359,FLXI,4.0,25/12/17,2017,500.0,12/12/17,Tuesday,WEEKDAY,3,6/2/18,2018,20/9/18,1
20488,3122,WSA,EFSA0107756,FLXI,7.0,2/1/18,2018,76.26,12/12/17,Tuesday,WEEKDAY,3,6/2/18,2018,20/9/18,1
20489,5133,WSA,EFSA0108395,FLXI,2.0,14/1/18,2018,484.0,12/12/17,Tuesday,WEEKDAY,3,6/2/18,2018,20/9/18,0
20490,2152,WSA,EFSA0106926,FLXI,7.0,16/12/17,2017,300.0,12/12/17,Tuesday,WEEKDAY,3,7/2/18,2018,20/9/18,0
20491,1767,WSA,EFSA0106940,MIIS,,16/12/17,2017,100.0,12/12/17,Tuesday,WEEKDAY,3,7/2/18,2018,20/9/18,0
20492,5234,WSA,EFSA0107288,FLXI,3.0,23/12/17,2017,74.23,12/12/17,Tuesday,WEEKDAY,3,8/2/18,2018,20/9/18,0
20493,2929,WSA,EFSA0108223,MIIS,,11/1/18,2018,101.0,12/12/17,Tuesday,WEEKDAY,3,8/2/18,2018,20/9/18,0
20494,7983,WSA,EFSA0108275,MIIS,,12/1/18,2018,99.0,12/12/17,Tuesday,WEEKDAY,3,10/2/18,2018,20/9/18,1
20495,8940,WSA,EFSA0106929,FLXI,4.0,16/12/17,2017,257.3,12/12/17,Tuesday,WEEKDAY,3,11/2/18,2018,20/9/18,0
20496,4318,WSA,EFSA0107190,FLXI,5.0,21/12/17,2017,100.0,12/12/17,Tuesday,WEEKDAY,3,11/2/18,2018,20/9/18,0
20497,3782,WSA,EFSA0108509,FLXI,7.0,16/1/18,2018,480.0,12/12/17,Tuesday,WEEKDAY,3,11/2/18,2018,20/9/18,0
20498,9818,WSA,EFSA0108163,BIRT,,10/1/18,2018,21.0,12/12/17,Tuesday,WEEKDAY,3,12/2/18,2018,20/9/18,0
20499,9928,WSA,EFSA0108512,FLXI,4.0,16/1/18,2018,463.0,12/12/17,Tuesday,WEEKDAY,3,12/2/18,2018,20/9/18,1
20500,7239,WSA,EFSA0107229,FLXI,3.0,22/12/17,2017,156.8,12/12/17,Tuesday,WEEKDAY,3,13/2/18,2018,20/9/18,0
20501,7290,WSA,EFSA0107796,FLXI,3.0,3/1/18,2018,180.0,12/12/17,Tuesday,WEEKDAY,3,13/2/18,2018,20/9/18,1
20502,4764,WSA,EFSA0107908,FLXI,3.0,5/1/18,2018,35.25,12/12/17,Tuesday,WEEKDAY,3,14/2/18,2018,20/9/18,1
20503,10512,WSA,EFSA0107284,MIIS,,23/12/17,2017,100.0,12/12/17,Tuesday,WEEKDAY,3,15/2/18,2018,20/9/18,1
20504,10996,WSA,EFSA0107470,MIIS,,27/12/17,2017,100.0,12/12/17,Tuesday,WEEKDAY,3,15/2/18,2018,20/9/18,1
20505,4649,WSA,EFSA0107409,FLXI,5.0,26/12/17,2017,500.0,12/12/17,Tuesday,WEEKDAY,3,18/2/18,2018,20/9/18,1
20506,10876,WSA,EFSA0107817,MIIS,,3/1/18,2018,100.0,12/12/17,Tuesday,WEEKDAY,3,19/2/18,2018,20/9/18,1
20507,2172,WSA,EFSA0107364,FLXI,3.0,25/12/17,2017,224.7,12/12/17,Tuesday,WEEKDAY,3,20/2/18,2018,20/9/18,1
20508,4441,WSA,EFSA0107560,FLXI,7.0,29/12/17,2017,500.0,12/12/17,Tuesday,WEEKDAY,3,21/2/18,2018,20/9/18,1
20509,10099,WSA,EFSA0107480,BIRT,,27/12/17,2017,30.0,12/12/17,Tuesday,WEEKDAY,3,22/2/18,2018,20/9/18,1
20510,6291,WSA,EFSA0107440,FLXI,3.0,26/12/17,2017,29.0,12/12/17,Tuesday,WEEKDAY,3,23/2/18,2018,20/9/18,1
20511,8780,WSA,EFSA0107618,FLXI,5.0,30/12/17,2017,150.0,12/12/17,Tuesday,WEEKDAY,3,23/2/18,2018,20/9/18,1
20512,1870,WSA,EFSA0108699,FLXI,2.0,20/1/18,2018,472.0,12/12/17,Tuesday,WEEKDAY,3,23/2/18,2018,20/9/18,1
20513,10352,WSA,EFSA0107563,FLXI,1.0,29/12/17,2017,405.0,12/12/17,Tuesday,WEEKDAY,3,26/2/18,2018,20/9/18,0
20514,8655,WSA,EFSA0108115,FLXI,2.0,9/1/18,2018,12.3,12/12/17,Tuesday,WEEKDAY,3,27/2/18,2018,20/9/18,0
20515,2994,WSA,EFSA0107920,BIRT,,5/1/18,2018,3.6,12/12/17,Tuesday,WEEKDAY,3,28/2/18,2018,20/9/18,0
20516,8949,WSA,EFSA0108236,FLXI,4.0,12/1/18,2018,300.0,12/12/17,Tuesday,WEEKDAY,3,28/2/18,2018,20/9/18,0
20517,2289,WSA,EFSA0107993,FLXI,2.0,7/1/18,2018,336.0,12/12/17,Tuesday,WEEKDAY,3,1/3/18,2018,20/9/18,0
20518,5440,WSA,EFSA0108653,FLXI,3.0,19/1/18,2018,495.0,12/12/17,Tuesday,WEEKDAY,3,3/3/18,2018,20/9/18,0
20519,6645,WSA,EFSA0109176,FLXI,8.0,29/1/18,2018,454.0,1/1/18,Monday,HOLIDAY,3,20/2/18,2018,20/9/18,0
20520,8448,WSA,EFSA0108149,MIIS,,10/1/18,2018,100.0,12/12/17,Tuesday,WEEKDAY,3,4/3/18,2018,20/9/18,0
20521,2195,WSA,EFSA0108049,MIIS,,8/1/18,2018,100.0,1/1/18,Monday,HOLIDAY,3,21/2/18,2018,20/9/18,0
20522,3800,WSA,EFSA0108252,MIIS,,12/1/18,2018,100.0,12/12/17,Tuesday,WEEKDAY,3,4/3/18,2018,20/9/18,0
20523,9431,WSA,EFSA0108211,BIRT,,11/1/18,2018,30.0,12/12/17,Tuesday,WEEKDAY,3,10/3/18,2018,20/9/18,0
20524,1934,WSA,EFSA0108258,FLXI,3.0,12/1/18,2018,60.0,12/12/17,Tuesday,WEEKDAY,3,11/3/18,2018,20/9/18,0
20525,1899,WSA,EFSA0108751,FLXI,7.0,21/1/18,2018,483.0,12/12/17,Tuesday,WEEKDAY,3,16/3/18,2018,20/9/18,0
20526,5277,WSA,EFSA0106823,FLXI,3.0,14/12/17,2017,200.0,13/12/17,Wednesday,WEEKDAY,3,13/1/18,2018,20/9/18,0
20527,9764,WSA,EFSA0107008,BIRT,,17/12/17,2017,30.0,13/12/17,Wednesday,WEEKDAY,3,21/1/18,2018,20/9/18,0
20528,1564,WSA,EFSA0108747,MIIS,,21/1/18,2018,29.96,1/1/18,Monday,HOLIDAY,3,21/2/18,2018,20/9/18,0
20529,9310,WSA,EFSA0108238,FLXI,3.0,12/1/18,2018,192.6,1/1/18,Monday,HOLIDAY,3,22/2/18,2018,20/9/18,0
20530,11026,WSA,EFSA0107100,BIRT,,19/12/17,2017,30.0,13/12/17,Wednesday,WEEKDAY,3,25/1/18,2018,20/9/18,0
20531,6717,WSA,EFSA0107180,FLXI,5.0,21/12/17,2017,500.0,13/12/17,Wednesday,WEEKDAY,3,25/1/18,2018,20/9/18,0
20532,6019,WSA,EFSA0107344,BIRT,,24/12/17,2017,3.6,13/12/17,Wednesday,WEEKDAY,3,25/1/18,2018,20/9/18,0
20533,8905,WSA,EFSA0107385,BIRT,,25/12/17,2017,30.0,13/12/17,Wednesday,WEEKDAY,3,25/1/18,2018,20/9/18,0
20534,4803,WSA,EFSA0106878,MIIS,,15/12/17,2017,100.0,13/12/17,Wednesday,WEEKDAY,3,26/1/18,2018,20/9/18,0
20535,10691,WSA,EFSA0107203,BIRT,,21/12/17,2017,30.0,13/12/17,Wednesday,WEEKDAY,3,26/1/18,2018,20/9/18,1
20536,8331,WSA,EFSA0107653,MIIS,,30/12/17,2017,93.0,13/12/17,Wednesday,WEEKDAY,3,28/1/18,2018,20/9/18,0
20537,4495,WSA,EFSA0107372,MIIS,,25/12/17,2017,100.0,13/12/17,Wednesday,WEEKDAY,3,31/1/18,2018,20/9/18,0
20538,6436,WSA,EFSA0106933,FLXI,2.0,16/12/17,2017,120.0,13/12/17,Wednesday,WEEKDAY,3,2/2/18,2018,20/9/18,0
20539,9291,WSA,EFSA0107422,MIIS,,26/12/17,2017,100.0,13/12/17,Wednesday,WEEKDAY,3,2/2/18,2018,20/9/18,0
20540,1788,WSA,EFSA0107558,FLXI,5.0,29/12/17,2017,500.0,13/12/17,Wednesday,WEEKDAY,3,2/2/18,2018,20/9/18,0
20541,7685,WSA,EFSA0107727,BIRT,,1/1/18,2018,30.0,13/12/17,Wednesday,WEEKDAY,3,2/2/18,2018,20/9/18,0
20542,10697,WSA,EFSA0107749,MIIS,,2/1/18,2018,100.0,13/12/17,Wednesday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20543,9452,WSA,EFSA0108029,MIIS,,7/1/18,2018,97.0,13/12/17,Wednesday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20544,6173,WSA,EFSA0108221,FLXI,3.0,11/1/18,2018,475.0,13/12/17,Wednesday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20545,7706,WSA,EFSA0108274,MIIS,,12/1/18,2018,92.0,13/12/17,Wednesday,WEEKDAY,3,3/2/18,2018,20/9/18,1
20546,6079,WSA,EFSA0107205,BIRT,,21/12/17,2017,30.0,13/12/17,Wednesday,WEEKDAY,3,4/2/18,2018,20/9/18,0
20547,6647,WSA,EFSA0108511,FLXI,1.0,16/1/18,2018,459.0,13/12/17,Wednesday,WEEKDAY,3,6/2/18,2018,20/9/18,0
20548,2154,WSA,EFSA0107267,FLXI,1.0,23/12/17,2017,500.0,13/12/17,Wednesday,WEEKDAY,3,7/2/18,2018,20/9/18,0
20549,9028,WSA,EFSA0107321,FLXI,7.0,24/12/17,2017,150.0,13/12/17,Wednesday,WEEKDAY,3,8/2/18,2018,20/9/18,0
20550,10013,WSA,EFSA0107668,FLXI,7.0,31/12/17,2017,145.45,13/12/17,Wednesday,WEEKDAY,3,8/2/18,2018,20/9/18,1
20551,1572,WSA,EFSA0108329,FLXI,2.0,13/1/18,2018,466.0,13/12/17,Wednesday,WEEKDAY,3,8/2/18,2018,20/9/18,1
20552,4580,WSA,EFSA0107729,FLXI,2.0,1/1/18,2018,10.0,13/12/17,Wednesday,WEEKDAY,3,9/2/18,2018,20/9/18,1
20553,10740,WSA,EFSA0108276,MIIS,,12/1/18,2018,105.0,13/12/17,Wednesday,WEEKDAY,3,9/2/18,2018,20/9/18,0
20554,9921,WSA,EFSA0108399,MIIS,,14/1/18,2018,103.0,13/12/17,Wednesday,WEEKDAY,3,9/2/18,2018,20/9/18,0
20555,8678,WSA,EFSA0107874,FLXI,3.0,4/1/18,2018,32.0,13/12/17,Wednesday,WEEKDAY,3,10/2/18,2018,20/9/18,1
20556,9757,WSA,EFSA0107293,BIRT,,23/12/17,2017,30.0,13/12/17,Wednesday,WEEKDAY,3,12/2/18,2018,20/9/18,1
20557,6707,WSA,EFSA0108161,FLXI,5.0,10/1/18,2018,25.0,13/12/17,Wednesday,WEEKDAY,3,12/2/18,2018,20/9/18,1
20558,9919,WSA,EFSA0107116,FLXI,1.0,20/12/17,2017,500.0,13/12/17,Wednesday,WEEKDAY,3,13/2/18,2018,20/9/18,1
20559,9247,WSA,EFSA0107282,MIIS,,23/12/17,2017,100.0,13/12/17,Wednesday,WEEKDAY,3,13/2/18,2018,20/9/18,1
20560,5367,WSA,EFSA0107209,BIRT,,21/12/17,2017,30.0,13/12/17,Wednesday,WEEKDAY,3,14/2/18,2018,20/9/18,0
20561,8918,WSA,EFSA0107936,FLXI,4.0,6/1/18,2018,500.0,13/12/17,Wednesday,WEEKDAY,3,14/2/18,2018,20/9/18,0
20562,3285,WSA,EFSA0108155,FLXI,7.0,10/1/18,2018,48.15,13/12/17,Wednesday,WEEKDAY,3,14/2/18,2018,20/9/18,0
20563,1936,WSA,EFSA0107505,FLXI,5.0,28/12/17,2017,500.0,13/12/17,Wednesday,WEEKDAY,3,15/2/18,2018,20/9/18,0
20564,9061,WSA,EFSA0107234,FLXI,7.0,22/12/17,2017,100.0,13/12/17,Wednesday,WEEKDAY,3,16/2/18,2018,20/9/18,0
20565,1707,WSA,EFSA0107828,BIRT,,3/1/18,2018,30.0,1/1/18,Monday,HOLIDAY,3,23/2/18,2018,20/9/18,0
20566,9898,WSA,EFSA0108131,FLXI,4.0,10/1/18,2018,500.0,13/12/17,Wednesday,WEEKDAY,3,17/2/18,2018,20/9/18,0
20567,3148,WSA,EFSA0108106,BIRT,,9/1/18,2018,30.0,13/12/17,Wednesday,WEEKDAY,3,19/2/18,2018,20/9/18,0
20568,6280,WSA,EFSA0107311,FLXI,5.0,24/12/17,2017,500.0,13/12/17,Wednesday,WEEKDAY,3,21/2/18,2018,20/9/18,0
20569,9881,WSA,EFSA0107970,FLXI,7.0,6/1/18,2018,23.0,13/12/17,Wednesday,WEEKDAY,3,22/2/18,2018,20/9/18,0
20570,10437,WSA,EFSA0107686,FLXI,7.0,31/12/17,2017,57.11,13/12/17,Wednesday,WEEKDAY,3,27/2/18,2018,20/9/18,0
20571,5009,WSA,EFSA0108132,FLXI,5.0,10/1/18,2018,500.0,1/1/18,Monday,HOLIDAY,3,24/2/18,2018,20/9/18,0
20572,2792,WSA,EFSA0108254,MIIS,,12/1/18,2018,100.0,13/12/17,Wednesday,WEEKDAY,3,3/3/18,2018,20/9/18,0
20573,8594,WSA,EFSA0108393,FLXI,4.0,14/1/18,2018,463.0,13/12/17,Wednesday,WEEKDAY,3,3/3/18,2018,20/9/18,0
20574,10155,WSA,EFSA0107940,FLXI,5.0,6/1/18,2018,500.0,13/12/17,Wednesday,WEEKDAY,3,7/3/18,2018,20/9/18,0
20575,9458,WSA,EFSA0108152,MIIS,,10/1/18,2018,100.0,1/1/18,Monday,HOLIDAY,3,24/2/18,2018,20/9/18,0
20576,1658,WSA,EFSA0108306,MIIS,,13/1/18,2018,100.0,13/12/17,Wednesday,WEEKDAY,3,7/3/18,2018,20/9/18,0
20577,8630,WSA,EFSA0108127,FLXI,3.0,10/1/18,2018,500.0,1/1/18,Monday,HOLIDAY,3,25/2/18,2018,20/9/18,0
20578,8121,WSA,EFSA0108242,MIIS,,12/1/18,2018,100.0,13/12/17,Wednesday,WEEKDAY,3,11/3/18,2018,20/9/18,0
20579,4919,WSA,EFSA0107011,BIRT,,17/12/17,2017,5.0,14/12/17,Thursday,WEEKDAY,3,16/1/18,2018,20/9/18,0
20580,10140,WSA,EFSA0106991,FLXI,1.0,17/12/17,2017,399.0,14/12/17,Thursday,WEEKDAY,3,21/1/18,2018,20/9/18,0
20581,8156,WSA,EFSA0107184,FLXI,4.0,21/12/17,2017,334.0,14/12/17,Thursday,WEEKDAY,3,28/1/18,2018,20/9/18,0
20582,7563,WSA,EFSA0108389,BIRT,,14/1/18,2018,3.6,1/1/18,Monday,HOLIDAY,3,25/2/18,2018,20/9/18,0
20583,10475,WSA,EFSA0107419,FLXI,4.0,26/12/17,2017,134.0,14/12/17,Thursday,WEEKDAY,3,29/1/18,2018,20/9/18,0
20584,10777,WSA,EFSA0107525,MIIS,,28/12/17,2017,100.0,14/12/17,Thursday,WEEKDAY,3,31/1/18,2018,20/9/18,0
20585,2852,WSA,EFSA0107745,FLXI,7.0,2/1/18,2018,150.0,14/12/17,Thursday,WEEKDAY,3,2/2/18,2018,20/9/18,0
20586,2888,WSA,EFSA0107633,BIRT,,30/12/17,2017,30.0,14/12/17,Thursday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20587,2435,WSA,EFSA0107569,MIIS,,29/12/17,2017,100.0,14/12/17,Thursday,WEEKDAY,3,7/2/18,2018,20/9/18,0
20588,5609,WSA,EFSA0107625,MIIS,,30/12/17,2017,100.0,14/12/17,Thursday,WEEKDAY,3,9/2/18,2018,20/9/18,0
20589,7149,WSA,EFSA0107938,FLXI,5.0,6/1/18,2018,500.0,14/12/17,Thursday,WEEKDAY,3,9/2/18,2018,20/9/18,0
20590,7830,WSA,EFSA0108045,MIIS,,8/1/18,2018,100.0,14/12/17,Thursday,WEEKDAY,3,9/2/18,2018,20/9/18,0
20591,10757,WSA,EFSA0108331,MIIS,,13/1/18,2018,102.0,14/12/17,Thursday,WEEKDAY,3,9/2/18,2018,20/9/18,0
20592,8715,WSA,EFSA0106898,BIRT,,15/12/17,2017,17.0,14/12/17,Thursday,WEEKDAY,3,10/2/18,2018,20/9/18,1
20593,6571,WSA,EFSA0107693,BIRT,,31/12/17,2017,30.0,14/12/17,Thursday,WEEKDAY,3,10/2/18,2018,20/9/18,0
20594,5890,WSA,EFSA0107479,BIRT,,27/12/17,2017,30.0,14/12/17,Thursday,WEEKDAY,3,11/2/18,2018,20/9/18,1
20595,6337,WSA,EFSA0106866,FLXI,4.0,15/12/17,2017,461.8,14/12/17,Thursday,WEEKDAY,3,12/2/18,2018,20/9/18,1
20596,9382,WSA,EFSA0108209,FLXI,3.0,11/1/18,2018,33.0,14/12/17,Thursday,WEEKDAY,3,12/2/18,2018,20/9/18,0
20597,9030,WSA,EFSA0107431,FLXI,3.0,26/12/17,2017,74.92,14/12/17,Thursday,WEEKDAY,3,13/2/18,2018,20/9/18,0
20598,6574,WSA,EFSA0108609,MIIS,,18/1/18,2018,92.0,14/12/17,Thursday,WEEKDAY,3,15/2/18,2018,20/9/18,0
20599,4417,WSA,EFSA0107663,FLXI,5.0,31/12/17,2017,500.0,14/12/17,Thursday,WEEKDAY,3,16/2/18,2018,20/9/18,0
20600,4735,WSA,EFSA0108151,MIIS,,10/1/18,2018,100.0,14/12/17,Thursday,WEEKDAY,3,16/2/18,2018,20/9/18,0
20601,4717,WSA,EFSA0108177,FLXI,1.0,11/1/18,2018,500.0,14/12/17,Thursday,WEEKDAY,3,16/2/18,2018,20/9/18,0
20602,10600,WSA,EFSA0108182,FLXI,5.0,11/1/18,2018,500.0,14/12/17,Thursday,WEEKDAY,3,17/2/18,2018,20/9/18,1
20603,2074,WSA,EFSA0107795,FLXI,1.0,3/1/18,2018,188.0,14/12/17,Thursday,WEEKDAY,3,18/2/18,2018,20/9/18,0
20604,2343,WSA,EFSA0108782,MIIS,,22/1/18,2018,100.0,1/1/18,Monday,HOLIDAY,3,25/2/18,2018,20/9/18,0
20605,5606,WSA,EFSA0109390,FLXI,5.0,3/2/18,2018,453.0,1/1/18,Monday,HOLIDAY,3,25/2/18,2018,20/9/18,0
20606,5996,WSA,EFSA0107816,MIIS,,3/1/18,2018,100.0,14/12/17,Thursday,WEEKDAY,3,18/2/18,2018,20/9/18,0
20607,6393,WSA,EFSA0107472,MIIS,,27/12/17,2017,100.0,14/12/17,Thursday,WEEKDAY,3,19/2/18,2018,20/9/18,0
20608,5476,WSA,EFSA0107944,FLXI,3.0,6/1/18,2018,410.0,14/12/17,Thursday,WEEKDAY,3,20/2/18,2018,20/9/18,1
20609,5724,WSA,EFSA0109393,MIIS,,3/2/18,2018,105.0,1/1/18,Monday,HOLIDAY,3,25/2/18,2018,20/9/18,0
20610,10372,WSA,EFSA0108083,FLXI,4.0,9/1/18,2018,385.0,14/12/17,Thursday,WEEKDAY,3,20/2/18,2018,20/9/18,0
20611,5272,WSA,EFSA0107959,MIIS,,6/1/18,2018,100.0,1/1/18,Monday,HOLIDAY,3,27/2/18,2018,20/9/18,0
20612,7021,WSA,EFSA0108139,FLXI,3.0,10/1/18,2018,180.0,14/12/17,Thursday,WEEKDAY,3,21/2/18,2018,20/9/18,0
20613,5274,WSA,EFSA0108205,FLXI,3.0,11/1/18,2018,69.7,14/12/17,Thursday,WEEKDAY,3,22/2/18,2018,20/9/18,0
20614,8892,WSA,EFSA0107943,FLXI,7.0,6/1/18,2018,500.0,1/1/18,Monday,HOLIDAY,3,28/2/18,2018,20/9/18,0
20615,1822,WSA,EFSA0107894,FLXI,2.0,5/1/18,2018,100.0,14/12/17,Thursday,WEEKDAY,3,23/2/18,2018,20/9/18,0
20616,9119,WSA,EFSA0108321,BIRT,,13/1/18,2018,12.0,14/12/17,Thursday,WEEKDAY,3,23/2/18,2018,20/9/18,0
20617,2320,WSA,EFSA0108210,FLXI,5.0,11/1/18,2018,30.86,14/12/17,Thursday,WEEKDAY,3,24/2/18,2018,20/9/18,0
20618,1740,WSA,EFSA0108015,FLXI,8.0,7/1/18,2018,22.0,14/12/17,Thursday,WEEKDAY,3,25/2/18,2018,20/9/18,0
20619,3015,WSA,EFSA0108146,MIIS,,10/1/18,2018,100.0,14/12/17,Thursday,WEEKDAY,3,6/3/18,2018,20/9/18,0
20620,5727,WSA,EFSA0108353,MIIS,,14/1/18,2018,100.0,14/12/17,Thursday,WEEKDAY,3,6/3/18,2018,20/9/18,0
20621,4603,WSA,EFSA0107264,BIRT,,22/12/17,2017,35.0,15/12/17,Friday,WEEKDAY,3,16/1/18,2018,20/9/18,1
20622,9930,WSA,EFSA0106928,FLXI,4.0,16/12/17,2017,258.0,15/12/17,Friday,WEEKDAY,3,17/1/18,2018,20/9/18,0
20623,2698,WSA,EFSA0107500,BIRT,,27/12/17,2017,31.0,15/12/17,Friday,WEEKDAY,3,24/1/18,2018,20/9/18,0
20624,1704,WSA,EFSA0106959,BIRT,,16/12/17,2017,30.0,15/12/17,Friday,WEEKDAY,3,25/1/18,2018,20/9/18,0
20625,4947,WSA,EFSA0107928,BIRT,,5/1/18,2018,35.0,15/12/17,Friday,WEEKDAY,3,27/1/18,2018,20/9/18,0
20626,1937,WSA,EFSA0107272,FLXI,4.0,23/12/17,2017,311.0,15/12/17,Friday,WEEKDAY,3,31/1/18,2018,20/9/18,0
20627,1969,WSA,EFSA0107108,BIRT,,19/12/17,2017,6.4,15/12/17,Friday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20628,4082,WSA,EFSA0107201,FLXI,7.0,21/12/17,2017,73.7,15/12/17,Friday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20629,11206,WSA,EFSA0108327,FLXI,8.0,13/1/18,2018,451.0,15/12/17,Friday,WEEKDAY,3,3/2/18,2018,20/9/18,0
20630,4922,WSA,EFSA0107047,FLXI,3.0,18/12/17,2017,70.0,15/12/17,Friday,WEEKDAY,3,5/2/18,2018,20/9/18,0
20631,7777,WSA,EFSA0107571,MIIS,,29/12/17,2017,100.0,15/12/17,Friday,WEEKDAY,3,5/2/18,2018,20/9/18,0
20632,2327,WSA,EFSA0107784,FLXI,4.0,3/1/18,2018,500.0,15/12/17,Friday,WEEKDAY,3,5/2/18,2018,20/9/18,1
20633,3772,WSA,EFSA0108463,MIIS,,15/1/18,2018,97.0,15/12/17,Friday,WEEKDAY,3,5/2/18,2018,20/9/18,1
20634,2290,WSA,EFSA0108332,MIIS,,13/1/18,2018,93.0,15/12/17,Friday,WEEKDAY,3,6/2/18,2018,20/9/18,0
20635,5447,WSA,EFSA0108397,MIIS,,14/1/18,2018,100.0,15/12/17,Friday,WEEKDAY,3,6/2/18,2018,20/9/18,1
20636,4704,WSA,EFSA0107389,MIIS,,25/12/17,2017,21.41,15/12/17,Friday,WEEKDAY,3,8/2/18,2018,20/9/18,1
20637,10019,WSA,EFSA0108732,MIIS,,21/1/18,2018,100.0,1/1/18,Monday,HOLIDAY,3,1/3/18,2018,20/9/18,1
20638,9638,WSA,EFSA0107406,FLXI,4.0,26/12/17,2017,500.0,15/12/17,Friday,WEEKDAY,3,8/2/18,2018,20/9/18,1
20639,5348,WSA,EFSA0107413,FLXI,2.0,26/12/17,2017,440.0,15/12/17,Friday,WEEKDAY,3,8/2/18,2018,20/9/18,1
20640,1841,WSA,EFSA0107939,FLXI,5.0,6/1/18,2018,500.0,15/12/17,Friday,WEEKDAY,3,8/2/18,2018,20/9/18,1
20641,1743,WSA,EFSA0108116,BIRT,,9/1/18,2018,8.5,15/12/17,Friday,WEEKDAY,3,8/2/18,2018,20/9/18,1
